line_number,raw_line,timestamp_raw,parsed_datetime,host,process,pid,event_type,attack_stage,username,source_ip,source_port,command,is_privileged_account,is_suspicious_source,parse_status
112,Jul 06 06:53:48 backup01 sshd[4831]: Accepted password for arun from 192.0.2.12 port 31967 ssh2,Jul 06 06:53:48,2026-07-06 06:53:48,backup01,sshd,4831,accepted_password,possible_successful_access,arun,192.0.2.12,31967,,False,True,parsed
113,Jul 06 06:53:48 backup01 sshd[6506]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 06 06:53:48,2026-07-06 06:53:48,backup01,sshd,6506,session_opened,session_activity,arun,,,,False,False,parsed
114,Jul 06 06:51:27 backup01 sshd[5305]: pam_unix(sshd:session): session closed for user backup,Jul 06 06:51:27,2026-07-06 06:51:27,backup01,sshd,5305,session_closed,session_activity,backup,,,,True,False,parsed
115,Jul 06 06:53:48 backup01 sudo:    arun : TTY=pts/4 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,Jul 06 06:53:48,2026-07-06 06:53:48,backup01,sudo,,sudo_command,post_login_privileged_activity,arun,,,/usr/bin/systemctl status ssh,False,False,parsed
116,Jul 06 06:56:33 backup01 sshd[3884]: Accepted password for j.singer from 198.51.100.24 port 41026 ssh2,Jul 06 06:56:33,2026-07-06 06:56:33,backup01,sshd,3884,accepted_password,possible_successful_access,j.singer,198.51.100.24,41026,,False,True,parsed
117,Jul 06 06:56:33 backup01 sshd[7373]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 06 06:56:33,2026-07-06 06:56:33,backup01,sshd,7373,session_opened,session_activity,j.singer,,,,False,False,parsed
118,Jul 06 07:04:17 backup01 sshd[5153]: Failed password for j.maguire from 192.0.2.31 port 30330 ssh2,Jul 06 07:04:17,2026-07-06 07:04:17,backup01,sshd,5153,failed_password,initial_access_attempt,j.maguire,192.0.2.31,30330,,False,True,parsed
119,Jul 06 07:04:35 backup01 sshd[8834]: Invalid user sysadmin from 192.0.2.12 port 45591,Jul 06 07:04:35,2026-07-06 07:04:35,backup01,sshd,8834,invalid_user,account_probing,sysadmin,192.0.2.12,45591,,True,True,parsed
120,Jul 06 07:09:25 backup01 sshd[9458]: Accepted password for ops from 192.0.2.20 port 33845 ssh2,Jul 06 07:09:25,2026-07-06 07:09:25,backup01,sshd,9458,accepted_password,possible_successful_access,ops,192.0.2.20,33845,,True,True,parsed
121,Jul 06 07:09:25 backup01 sshd[3491]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 06 07:09:25,2026-07-06 07:09:25,backup01,sshd,3491,session_opened,session_activity,ops,,,,True,False,parsed
122,Jul 06 06:53:48 backup01 sshd[3071]: pam_unix(sshd:session): session closed for user arun,Jul 06 06:53:48,2026-07-06 06:53:48,backup01,sshd,3071,session_closed,session_activity,arun,,,,False,False,parsed
123,Jul 06 07:14:35 backup01 sshd[8739]: Failed password for ops from 198.51.100.24 port 50585 ssh2,Jul 06 07:14:35,2026-07-06 07:14:35,backup01,sshd,8739,failed_password,initial_access_attempt,ops,198.51.100.24,50585,,True,True,parsed
124,Jul 06 05:53:21 backup01 sshd[5744]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 05:53:21,2026-07-06 05:53:21,backup01,sshd,5744,session_closed,session_activity,j.maguire,,,,False,False,parsed
125,Jul 06 07:20:44 backup01 sshd[8001]: Failed password for j.singer from 192.0.2.30 port 58435 ssh2,Jul 06 07:20:44,2026-07-06 07:20:44,backup01,sshd,8001,failed_password,initial_access_attempt,j.singer,192.0.2.30,58435,,False,True,parsed
126,Jul 06 07:27:59 backup01 sshd[1645]: Accepted password for j.singer from 192.0.2.10 port 53989 ssh2,Jul 06 07:27:59,2026-07-06 07:27:59,backup01,sshd,1645,accepted_password,possible_successful_access,j.singer,192.0.2.10,53989,,False,True,parsed
127,Jul 06 07:27:59 backup01 sshd[6995]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 06 07:27:59,2026-07-06 07:27:59,backup01,sshd,6995,session_opened,session_activity,j.singer,,,,False,False,parsed
128,Jul 06 07:29:21 backup01 sshd[3837]: Invalid user postgres from 198.51.100.23 port 35018,Jul 06 07:29:21,2026-07-06 07:29:21,backup01,sshd,3837,invalid_user,account_probing,postgres,198.51.100.23,35018,,False,True,parsed
129,Jul 06 07:36:31 backup01 sshd[7204]: Accepted password for j.maguire from 192.0.2.11 port 49321 ssh2,Jul 06 07:36:31,2026-07-06 07:36:31,backup01,sshd,7204,accepted_password,possible_successful_access,j.maguire,192.0.2.11,49321,,False,True,parsed
130,Jul 06 07:43:11 backup01 sshd[1568]: Invalid user manager from 198.51.100.26 port 54902,Jul 06 07:43:11,2026-07-06 07:43:11,backup01,sshd,1568,invalid_user,account_probing,manager,198.51.100.26,54902,,False,True,parsed
131,Jul 06 07:48:31 backup01 sshd[9649]: Invalid user oracle from 198.51.100.25 port 37708,Jul 06 07:48:31,2026-07-06 07:48:31,backup01,sshd,9649,invalid_user,account_probing,oracle,198.51.100.25,37708,,False,True,parsed
132,Jul 06 07:49:56 backup01 sshd[7388]: Accepted password for j.singer from 198.51.100.25 port 37800 ssh2,Jul 06 07:49:56,2026-07-06 07:49:56,backup01,sshd,7388,accepted_password,possible_successful_access,j.singer,198.51.100.25,37800,,False,True,parsed
133,Jul 06 07:49:56 backup01 sshd[7789]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 06 07:49:56,2026-07-06 07:49:56,backup01,sshd,7789,session_opened,session_activity,j.singer,,,,False,False,parsed
134,Jul 06 07:49:56 backup01 sudo:    j.singer : TTY=pts/3 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,Jul 06 07:49:56,2026-07-06 07:49:56,backup01,sudo,,sudo_command,post_login_privileged_activity,j.singer,,,/usr/bin/systemctl restart apache2,False,False,parsed
135,Jul 06 06:35:53 backup01 sshd[8411]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 06:35:53,2026-07-06 06:35:53,backup01,sshd,8411,session_closed,session_activity,j.singer,,,,False,False,parsed
136,Jul 06 06:56:33 backup01 sshd[8432]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 06:56:33,2026-07-06 06:56:33,backup01,sshd,8432,session_closed,session_activity,j.singer,,,,False,False,parsed
137,Jul 06 07:57:01 backup01 sshd[7239]: Accepted password for j.singer from 198.51.100.26 port 31946 ssh2,Jul 06 07:57:01,2026-07-06 07:57:01,backup01,sshd,7239,accepted_password,possible_successful_access,j.singer,198.51.100.26,31946,,False,True,parsed
138,Jul 06 07:57:01 backup01 sshd[8624]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 06 07:57:01,2026-07-06 07:57:01,backup01,sshd,8624,session_opened,session_activity,j.singer,,,,False,False,parsed
139,Jul 06 07:58:40 backup01 CRON[3974]: pam_unix(cron:session): session opened for user root by (uid=0),Jul 06 07:58:40,2026-07-06 07:58:40,backup01,CRON,3974,cron_session,scheduled_or_background_activity,root,,,,True,False,parsed
140,Jul 06 07:57:01 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/apt update,Jul 06 07:57:01,2026-07-06 07:57:01,backup01,sudo,,sudo_command,post_login_privileged_activity,j.singer,,,/usr/bin/apt update,False,False,parsed
141,Jul 06 08:01:03 backup01 sshd[5677]: Failed password for backup from 198.51.100.25 port 56096 ssh2,Jul 06 08:01:03,2026-07-06 08:01:03,backup01,sshd,5677,failed_password,initial_access_attempt,backup,198.51.100.25,56096,,True,True,parsed
142,Jul 06 08:02:00 backup01 CRON[7363]: pam_unix(cron:session): session opened for user root by (uid=0),Jul 06 08:02:00,2026-07-06 08:02:00,backup01,CRON,7363,cron_session,scheduled_or_background_activity,root,,,,True,False,parsed
143,Jul 06 08:03:10 backup01 sshd[4217]: Failed password for arun from 192.0.2.30 port 37836 ssh2,Jul 06 08:03:10,2026-07-06 08:03:10,backup01,sshd,4217,failed_password,initial_access_attempt,arun,192.0.2.30,37836,,False,True,parsed
144,Jul 06 08:05:29 backup01 sshd[3306]: Accepted password for arun from 192.0.2.40 port 56271 ssh2,Jul 06 08:05:29,2026-07-06 08:05:29,backup01,sshd,3306,accepted_password,possible_successful_access,arun,192.0.2.40,56271,,False,True,parsed
145,Jul 06 08:05:29 backup01 sshd[7749]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 06 08:05:29,2026-07-06 08:05:29,backup01,sshd,7749,session_opened,session_activity,arun,,,,False,False,parsed
146,Jul 06 08:05:29 backup01 sudo:    arun : TTY=pts/1 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/apt update,Jul 06 08:05:29,2026-07-06 08:05:29,backup01,sudo,,sudo_command,post_login_privileged_activity,arun,,,/usr/bin/apt update,False,False,parsed
147,Jul 06 08:07:38 backup01 sshd[5585]: Accepted password for j.singer from 198.51.100.24 port 45979 ssh2,Jul 06 08:07:38,2026-07-06 08:07:38,backup01,sshd,5585,accepted_password,possible_successful_access,j.singer,198.51.100.24,45979,,False,True,parsed
148,Jul 06 08:08:11 backup01 sshd[2254]: Accepted password for backup from 192.0.2.10 port 42003 ssh2,Jul 06 08:08:11,2026-07-06 08:08:11,backup01,sshd,2254,accepted_password,possible_successful_access,backup,192.0.2.10,42003,,True,True,parsed
149,Jul 06 08:08:33 backup01 sshd[6468]: Accepted password for backup from 192.0.2.21 port 31292 ssh2,Jul 06 08:08:33,2026-07-06 08:08:33,backup01,sshd,6468,accepted_password,possible_successful_access,backup,192.0.2.21,31292,,True,True,parsed
150,Jul 06 08:12:56 backup01 sshd[3075]: Failed password for j.maguire from 192.0.2.10 port 59167 ssh2,Jul 06 08:12:56,2026-07-06 08:12:56,backup01,sshd,3075,failed_password,initial_access_attempt,j.maguire,192.0.2.10,59167,,False,True,parsed
151,Jul 06 07:49:56 backup01 sshd[4723]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 07:49:56,2026-07-06 07:49:56,backup01,sshd,4723,session_closed,session_activity,j.singer,,,,False,False,parsed
152,Jul 06 08:15:22 backup01 sshd[7102]: Failed password for backup from 198.51.100.23 port 39086 ssh2,Jul 06 08:15:22,2026-07-06 08:15:22,backup01,sshd,7102,failed_password,initial_access_attempt,backup,198.51.100.23,39086,,True,True,parsed
153,Jul 06 08:17:08 backup01 sshd[7783]: Accepted password for ops from 198.51.100.24 port 60612 ssh2,Jul 06 08:17:08,2026-07-06 08:17:08,backup01,sshd,7783,accepted_password,possible_successful_access,ops,198.51.100.24,60612,,True,True,parsed
154,Jul 06 08:17:08 backup01 sshd[4189]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 06 08:17:08,2026-07-06 08:17:08,backup01,sshd,4189,session_opened,session_activity,ops,,,,True,False,parsed
155,Jul 06 08:18:11 backup01 CRON[7363]: pam_unix(cron:session): session opened for user root by (uid=0),Jul 06 08:18:11,2026-07-06 08:18:11,backup01,CRON,7363,cron_session,scheduled_or_background_activity,root,,,,True,False,parsed
156,Jul 06 08:18:14 backup01 sshd[8410]: Accepted password for ops from 192.0.2.20 port 55712 ssh2,Jul 06 08:18:14,2026-07-06 08:18:14,backup01,sshd,8410,accepted_password,possible_successful_access,ops,192.0.2.20,55712,,True,True,parsed
157,Jul 06 08:18:14 backup01 sshd[2285]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 06 08:18:14,2026-07-06 08:18:14,backup01,sshd,2285,session_opened,session_activity,ops,,,,True,False,parsed
158,Jul 06 07:09:25 backup01 sshd[5781]: pam_unix(sshd:session): session closed for user ops,Jul 06 07:09:25,2026-07-06 07:09:25,backup01,sshd,5781,session_closed,session_activity,ops,,,,True,False,parsed
159,Jul 06 08:19:47 backup01 sshd[3482]: Connection closed by authenticating user j.maguire 192.0.2.12 port 44716 [preauth],Jul 06 08:19:47,2026-07-06 08:19:47,backup01,sshd,3482,preauth_closed,preauth_interruption,j.maguire,192.0.2.12,44716,,False,True,parsed
160,Jul 06 08:20:03 backup01 sshd[9430]: Accepted password for arun from 198.51.100.25 port 60996 ssh2,Jul 06 08:20:03,2026-07-06 08:20:03,backup01,sshd,9430,accepted_password,possible_successful_access,arun,198.51.100.25,60996,,False,True,parsed
161,Jul 06 08:20:03 backup01 sshd[7646]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 06 08:20:03,2026-07-06 08:20:03,backup01,sshd,7646,session_opened,session_activity,arun,,,,False,False,parsed
162,Jul 06 08:20:18 backup01 sshd[3861]: Accepted password for backup from 192.0.2.12 port 40594 ssh2,Jul 06 08:20:18,2026-07-06 08:20:18,backup01,sshd,3861,accepted_password,possible_successful_access,backup,192.0.2.12,40594,,True,True,parsed
163,Jul 06 08:20:18 backup01 sshd[4177]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 06 08:20:18,2026-07-06 08:20:18,backup01,sshd,4177,session_opened,session_activity,backup,,,,True,False,parsed
164,Jul 06 08:22:04 backup01 sshd[5172]: Failed password for arun from 192.0.2.30 port 31370 ssh2,Jul 06 08:22:04,2026-07-06 08:22:04,backup01,sshd,5172,failed_password,initial_access_attempt,arun,192.0.2.30,31370,,False,True,parsed
165,Jul 06 08:22:59 backup01 sshd[3395]: Invalid user user from 192.0.2.12 port 30973,Jul 06 08:22:59,2026-07-06 08:22:59,backup01,sshd,3395,invalid_user,account_probing,user,192.0.2.12,30973,,False,True,parsed
166,Jul 06 08:24:27 backup01 sshd[7602]: Failed password for arun from 198.51.100.26 port 46569 ssh2,Jul 06 08:24:27,2026-07-06 08:24:27,backup01,sshd,7602,failed_password,initial_access_attempt,arun,198.51.100.26,46569,,False,True,parsed
167,Jul 06 08:24:44 backup01 CRON[6756]: pam_unix(cron:session): session opened for user root by (uid=0),Jul 06 08:24:44,2026-07-06 08:24:44,backup01,CRON,6756,cron_session,scheduled_or_background_activity,root,,,,True,False,parsed
168,Jul 06 08:25:59 backup01 sshd[6604]: Accepted password for j.singer from 192.0.2.12 port 36930 ssh2,Jul 06 08:25:59,2026-07-06 08:25:59,backup01,sshd,6604,accepted_password,possible_successful_access,j.singer,192.0.2.12,36930,,False,True,parsed
169,Jul 06 08:26:35 backup01 sshd[4541]: Connection closed by authenticating user j.singer 192.0.2.12 port 37365 [preauth],Jul 06 08:26:35,2026-07-06 08:26:35,backup01,sshd,4541,preauth_closed,preauth_interruption,j.singer,192.0.2.12,37365,,False,True,parsed
170,Jul 06 08:26:48 backup01 sshd[7178]: Failed password for backup from 192.0.2.11 port 51122 ssh2,Jul 06 08:26:48,2026-07-06 08:26:48,backup01,sshd,7178,failed_password,initial_access_attempt,backup,192.0.2.11,51122,,True,True,parsed
171,Jul 06 08:27:06 backup01 sshd[2980]: Invalid user test from 192.0.2.20 port 54320,Jul 06 08:27:06,2026-07-06 08:27:06,backup01,sshd,2980,invalid_user,account_probing,test,192.0.2.20,54320,,False,True,parsed
172,Jul 06 08:27:33 backup01 sshd[4716]: Failed password for ops from 198.51.100.25 port 59523 ssh2,Jul 06 08:27:33,2026-07-06 08:27:33,backup01,sshd,4716,failed_password,initial_access_attempt,ops,198.51.100.25,59523,,True,True,parsed
173,Jul 06 08:27:35 backup01 sshd[6768]: Failed password for j.singer from 192.0.2.20 port 49126 ssh2,Jul 06 08:27:35,2026-07-06 08:27:35,backup01,sshd,6768,failed_password,initial_access_attempt,j.singer,192.0.2.20,49126,,False,True,parsed
174,Jul 06 08:28:56 backup01 sshd[6170]: Invalid user admin from 198.51.100.25 port 48129,Jul 06 08:28:56,2026-07-06 08:28:56,backup01,sshd,6170,invalid_user,account_probing,admin,198.51.100.25,48129,,True,True,parsed
175,Jul 06 08:30:46 backup01 sshd[4162]: error: maximum authentication attempts exceeded for arun from 192.0.2.11 port 33550 ssh2 [preauth],Jul 06 08:30:46,2026-07-06 08:30:46,backup01,sshd,4162,max_auth_attempts,brute_force_or_password_spraying,arun,192.0.2.11,33550,,False,True,parsed
176,Jul 06 08:34:00 backup01 sshd[4491]: Invalid user test from 198.51.100.25 port 39785,Jul 06 08:34:00,2026-07-06 08:34:00,backup01,sshd,4491,invalid_user,account_probing,test,198.51.100.25,39785,,False,True,parsed
177,Jul 06 08:34:37 backup01 sshd[9685]: Failed password for backup from 192.0.2.31 port 35452 ssh2,Jul 06 08:34:37,2026-07-06 08:34:37,backup01,sshd,9685,failed_password,initial_access_attempt,backup,192.0.2.31,35452,,True,True,parsed
178,Jul 06 08:35:32 backup01 CRON[4852]: pam_unix(cron:session): session opened for user root by (uid=0),Jul 06 08:35:32,2026-07-06 08:35:32,backup01,CRON,4852,cron_session,scheduled_or_background_activity,root,,,,True,False,parsed
179,Jul 06 07:27:59 backup01 sshd[9530]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 07:27:59,2026-07-06 07:27:59,backup01,sshd,9530,session_closed,session_activity,j.singer,,,,False,False,parsed
180,Jul 06 08:38:49 backup01 sshd[7849]: Invalid user sysadmin from 192.0.2.31 port 47986,Jul 06 08:38:49,2026-07-06 08:38:49,backup01,sshd,7849,invalid_user,account_probing,sysadmin,192.0.2.31,47986,,True,True,parsed
181,Jul 06 08:38:53 backup01 sshd[6926]: Failed password for j.maguire from 192.0.2.30 port 39903 ssh2,Jul 06 08:38:53,2026-07-06 08:38:53,backup01,sshd,6926,failed_password,initial_access_attempt,j.maguire,192.0.2.30,39903,,False,True,parsed
182,Jul 06 08:39:45 backup01 sshd[7618]: Failed password for ops from 192.0.2.31 port 32470 ssh2,Jul 06 08:39:45,2026-07-06 08:39:45,backup01,sshd,7618,failed_password,initial_access_attempt,ops,192.0.2.31,32470,,True,True,parsed
183,Jul 06 08:41:37 backup01 sshd[1391]: Accepted password for arun from 192.0.2.12 port 58423 ssh2,Jul 06 08:41:37,2026-07-06 08:41:37,backup01,sshd,1391,accepted_password,possible_successful_access,arun,192.0.2.12,58423,,False,True,parsed
184,Jul 06 08:41:37 backup01 sshd[1509]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 06 08:41:37,2026-07-06 08:41:37,backup01,sshd,1509,session_opened,session_activity,arun,,,,False,False,parsed
185,Jul 06 08:42:14 backup01 sshd[4054]: Connection closed by authenticating user j.singer 192.0.2.31 port 39151 [preauth],Jul 06 08:42:14,2026-07-06 08:42:14,backup01,sshd,4054,preauth_closed,preauth_interruption,j.singer,192.0.2.31,39151,,False,True,parsed
186,Jul 06 08:43:13 backup01 sshd[7522]: Accepted password for backup from 192.0.2.12 port 63245 ssh2,Jul 06 08:43:13,2026-07-06 08:43:13,backup01,sshd,7522,accepted_password,possible_successful_access,backup,192.0.2.12,63245,,True,True,parsed
187,Jul 06 08:41:37 backup01 sudo:    arun : TTY=pts/0 ; PWD=/home/arun ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,Jul 06 08:41:37,2026-07-06 08:41:37,backup01,sudo,,sudo_command,post_login_privileged_activity,arun,,,/usr/bin/journalctl -n 50,False,False,parsed
188,Jul 06 08:43:23 backup01 sshd[6861]: Accepted password for arun from 192.0.2.21 port 37952 ssh2,Jul 06 08:43:23,2026-07-06 08:43:23,backup01,sshd,6861,accepted_password,possible_successful_access,arun,192.0.2.21,37952,,False,True,parsed
189,Jul 06 08:43:13 backup01 sshd[4217]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 06 08:43:13,2026-07-06 08:43:13,backup01,sshd,4217,session_opened,session_activity,backup,,,,True,False,parsed
190,Jul 06 08:44:46 backup01 sshd[2648]: Accepted password for ops from 198.51.100.23 port 39928 ssh2,Jul 06 08:44:46,2026-07-06 08:44:46,backup01,sshd,2648,accepted_password,possible_successful_access,ops,198.51.100.23,39928,,True,True,parsed
