line_number,previous_line_number,previous_datetime,current_datetime,delta_seconds,current_raw_line,previous_raw_line
650,649,2026-07-06 13:58:54,2026-07-06 13:26:00,-1974,Jul 06 13:26:00 backup01 sshd[5023]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 13:58:54 backup01 sshd[8291]: Accepted password for arun from 192.0.2.31 port 56636 ssh2
653,652,2026-07-06 13:59:05,2026-07-06 13:58:54,-11,Jul 06 13:58:54 backup01 sshd[6433]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 06 13:59:05 backup01 sshd[2122]: Accepted password for backup from 192.0.2.21 port 33636 ssh2
660,659,2026-07-06 14:01:22,2026-07-06 14:01:07,-15,Jul 06 14:01:07 backup01 sshd[7979]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 06 14:01:22 backup01 sshd[5480]: Invalid user temp from 192.0.2.40 port 53919
667,666,2026-07-06 14:05:18,2026-07-06 13:52:45,-753,Jul 06 13:52:45 backup01 sshd[7674]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 14:05:18 backup01 sshd[3220]: Invalid user oracle from 192.0.2.12 port 32414
672,671,2026-07-06 14:08:40,2026-07-06 14:02:13,-387,Jul 06 14:02:13 backup01 sshd[5683]: pam_unix(sshd:session): session closed for user arun,Jul 06 14:08:40 backup01 sshd[4126]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0)
680,679,2026-07-06 14:10:25,2026-07-06 14:10:16,-9,Jul 06 14:10:16 backup01 sshd[3588]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 06 14:10:25 backup01 sshd[7484]: pam_unix(sshd:session): session opened for user ops by (uid=0)
681,680,2026-07-06 14:10:16,2026-07-06 12:40:53,-5363,Jul 06 12:40:53 backup01 sshd[4711]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 14:10:16 backup01 sshd[3588]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0)
691,690,2026-07-06 14:15:35,2026-07-06 14:15:11,-24,Jul 06 14:15:11 backup01 sshd[8142]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 06 14:15:35 backup01 CRON[6441]: pam_unix(cron:session): session opened for user root by (uid=0)
693,692,2026-07-06 14:16:25,2026-07-06 13:06:28,-4197,Jul 06 13:06:28 backup01 sshd[4122]: pam_unix(sshd:session): session closed for user backup,Jul 06 14:16:25 backup01 sshd[3994]: Accepted password for j.singer from 198.51.100.24 port 50165 ssh2
697,696,2026-07-06 14:16:58,2026-07-06 13:39:13,-2265,Jul 06 13:39:13 backup01 sshd[2431]: pam_unix(sshd:session): session closed for user ops,Jul 06 14:16:58 backup01 CRON[6684]: pam_unix(cron:session): session opened for user root by (uid=0)
705,704,2026-07-06 14:26:11,2026-07-06 13:55:13,-1858,Jul 06 13:55:13 backup01 sshd[7317]: pam_unix(sshd:session): session closed for user arun,Jul 06 14:26:11 backup01 sshd[5044]: Failed password for j.maguire from 192.0.2.11 port 35569 ssh2
711,710,2026-07-06 14:28:03,2026-07-06 14:10:16,-1067,Jul 06 14:10:16 backup01 sshd[1819]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 14:28:03 backup01 sshd[4469]: Accepted password for j.singer from 192.0.2.40 port 49972 ssh2
715,714,2026-07-06 14:30:53,2026-07-06 14:08:40,-1333,Jul 06 14:08:40 backup01 sshd[7662]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 14:30:53 backup01 CRON[7075]: pam_unix(cron:session): session opened for user root by (uid=0)
718,717,2026-07-06 14:31:57,2026-07-06 13:58:54,-1983,Jul 06 13:58:54 backup01 sshd[4831]: pam_unix(sshd:session): session closed for user arun,Jul 06 14:31:57 backup01 sshd[2454]: Invalid user ubuntu from 198.51.100.24 port 52640
722,721,2026-07-06 14:37:04,2026-07-06 13:32:38,-3866,Jul 06 13:32:38 backup01 sshd[5116]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 14:37:04 backup01 sshd[4183]: Failed password for j.maguire from 198.51.100.23 port 30184 ssh2
732,731,2026-07-06 14:42:50,2026-07-06 14:13:23,-1767,Jul 06 14:13:23 backup01 sshd[6830]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 14:42:50 backup01 sshd[1446]: Failed password for j.singer from 192.0.2.10 port 57573 ssh2
740,739,2026-07-06 14:47:51,2026-07-06 14:46:06,-105,Jul 06 14:46:06 backup01 sudo:    ops : TTY=pts/1 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,Jul 06 14:47:51 backup01 sshd[6632]: Failed password for backup from 192.0.2.31 port 62890 ssh2
743,742,2026-07-06 14:49:52,2026-07-06 14:49:36,-16,Jul 06 14:49:36 backup01 sshd[5871]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 06 14:49:52 backup01 sshd[1847]: Accepted password for j.maguire from 198.51.100.26 port 57096 ssh2
746,745,2026-07-06 14:51:21,2026-07-06 14:49:36,-105,Jul 06 14:49:36 backup01 sudo:    ops : TTY=pts/2 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,Jul 06 14:51:21 backup01 sshd[8092]: Connection closed by authenticating user backup 192.0.2.11 port 52810 [preauth]
749,748,2026-07-06 14:52:56,2026-07-06 14:10:25,-2551,Jul 06 14:10:25 backup01 sshd[9725]: pam_unix(sshd:session): session closed for user ops,Jul 06 14:52:56 backup01 sshd[7237]: Accepted password for backup from 192.0.2.12 port 43745 ssh2
760,759,2026-07-06 14:58:27,2026-07-06 13:38:41,-4786,Jul 06 13:38:41 backup01 sshd[6375]: pam_unix(sshd:session): session closed for user backup,Jul 06 14:58:27 backup01 sshd[6571]: Connection closed by authenticating user arun 192.0.2.20 port 43487 [preauth]
762,761,2026-07-06 14:58:44,2026-07-06 14:11:38,-2826,Jul 06 14:11:38 backup01 sshd[3731]: pam_unix(sshd:session): session closed for user backup,Jul 06 14:58:44 backup01 sshd[9352]: Connection closed by authenticating user backup 192.0.2.30 port 55103 [preauth]
770,769,2026-07-06 15:10:25,2026-07-06 14:26:50,-2615,Jul 06 14:26:50 backup01 sshd[4682]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 15:10:25 backup01 sshd[5714]: Invalid user test from 192.0.2.10 port 59525
775,774,2026-07-06 15:12:26,2026-07-06 15:12:14,-12,Jul 06 15:12:14 backup01 sshd[7616]: pam_unix(sshd:session): session opened for user backup by (uid=0),Jul 06 15:12:26 backup01 sshd[9391]: pam_unix(sshd:session): session opened for user j.singer by (uid=0)
776,775,2026-07-06 15:12:14,2026-07-06 14:22:10,-3004,Jul 06 14:22:10 backup01 sshd[9744]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 15:12:14 backup01 sshd[7616]: pam_unix(sshd:session): session opened for user backup by (uid=0)
779,778,2026-07-06 15:14:49,2026-07-06 15:14:24,-25,Jul 06 15:14:24 backup01 sshd[1421]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 06 15:14:49 backup01 sshd[7898]: Accepted password for arun from 192.0.2.31 port 42486 ssh2
780,779,2026-07-06 15:14:24,2026-07-06 14:41:59,-1945,Jul 06 14:41:59 backup01 sshd[3550]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 15:14:24 backup01 sshd[1421]: pam_unix(sshd:session): session opened for user arun by (uid=0)
783,782,2026-07-06 15:15:32,2026-07-06 14:01:07,-4465,Jul 06 14:01:07 backup01 sshd[3242]: pam_unix(sshd:session): session closed for user backup,Jul 06 15:15:32 backup01 sshd[3758]: Failed password for j.singer from 192.0.2.31 port 33872 ssh2
787,786,2026-07-06 15:18:17,2026-07-06 14:27:22,-3055,Jul 06 14:27:22 backup01 sshd[1553]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 15:18:17 backup01 sshd[7035]: Connection closed by authenticating user j.singer 198.51.100.24 port 31676 [preauth]
793,792,2026-07-06 15:23:34,2026-07-06 15:14:24,-550,Jul 06 15:14:24 backup01 sshd[6422]: pam_unix(sshd:session): session closed for user arun,Jul 06 15:23:34 backup01 sshd[3654]: Invalid user sysadmin from 192.0.2.20 port 59915
799,798,2026-07-06 15:29:18,2026-07-06 15:14:49,-869,Jul 06 15:14:49 backup01 sshd[9544]: pam_unix(sshd:session): session closed for user arun,Jul 06 15:29:18 backup01 sshd[2859]: Accepted password for backup from 198.51.100.26 port 55356 ssh2
801,800,2026-07-06 15:30:11,2026-07-06 14:46:06,-2645,Jul 06 14:46:06 backup01 sshd[2028]: pam_unix(sshd:session): session closed for user arun,Jul 06 15:30:11 backup01 sshd[2652]: Invalid user postgres from 192.0.2.31 port 35926
806,805,2026-07-06 15:41:08,2026-07-06 14:15:11,-5157,Jul 06 14:15:11 backup01 sshd[7282]: pam_unix(sshd:session): session closed for user backup,Jul 06 15:41:08 backup01 sshd[2862]: Invalid user mysql from 192.0.2.12 port 33119
815,814,2026-07-06 15:47:38,2026-07-06 15:41:37,-361,Jul 06 15:41:37 backup01 sshd[3220]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 15:47:38 backup01 sshd[1530]: Connection closed by authenticating user arun 198.51.100.26 port 33341 [preauth]
817,816,2026-07-06 15:49:49,2026-07-06 15:12:14,-2255,Jul 06 15:12:14 backup01 sshd[3938]: pam_unix(sshd:session): session closed for user backup,Jul 06 15:49:49 backup01 sshd[7603]: error: maximum authentication attempts exceeded for j.maguire from 192.0.2.30 port 30098 ssh2 [preauth]
824,823,2026-07-06 15:55:07,2026-07-06 15:55:02,-5,Jul 06 15:55:02 backup01 sshd[8959]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 06 15:55:07 backup01 sshd[8551]: Connection closed by authenticating user arun 198.51.100.23 port 61847 [preauth]
826,825,2026-07-06 15:55:54,2026-07-06 15:55:02,-52,Jul 06 15:55:02 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/journalctl -n 50,Jul 06 15:55:54 backup01 sshd[7615]: Accepted password for j.maguire from 198.51.100.23 port 52069 ssh2
827,826,2026-07-06 15:55:02,2026-07-06 14:56:29,-3513,Jul 06 14:56:29 backup01 sshd[8965]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 15:55:02 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/journalctl -n 50
828,827,2026-07-06 14:56:29,2026-07-06 14:46:06,-623,Jul 06 14:46:06 backup01 sshd[7164]: pam_unix(sshd:session): session closed for user ops,Jul 06 14:56:29 backup01 sshd[8965]: pam_unix(sshd:session): session closed for user j.singer
833,832,2026-07-06 15:59:40,2026-07-06 15:59:38,-2,Jul 06 15:59:38 backup01 sshd[2418]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 06 15:59:40 backup01 sshd[5299]: Invalid user ubuntu from 192.0.2.40 port 42568
838,837,2026-07-06 16:03:26,2026-07-06 15:59:38,-228,Jul 06 15:59:38 backup01 sshd[8541]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 16:03:26 backup01 sshd[4672]: Invalid user guest from 192.0.2.11 port 53829
839,838,2026-07-06 15:59:38,2026-07-06 15:52:57,-401,Jul 06 15:52:57 backup01 sshd[5330]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 15:59:38 backup01 sshd[8541]: pam_unix(sshd:session): session closed for user j.maguire
847,846,2026-07-06 16:07:06,2026-07-06 16:06:43,-23,Jul 06 16:06:43 backup01 sudo:    j.singer : TTY=pts/0 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/apt update,Jul 06 16:07:06 backup01 sshd[8759]: Connection closed by authenticating user j.singer 192.0.2.31 port 40914 [preauth]
864,863,2026-07-06 16:21:32,2026-07-06 14:56:11,-5121,Jul 06 14:56:11 backup01 sshd[4103]: pam_unix(sshd:session): session closed for user ops,Jul 06 16:21:32 backup01 sshd[5561]: Accepted password for arun from 192.0.2.30 port 59924 ssh2
877,876,2026-07-06 16:31:50,2026-07-06 15:04:13,-5257,Jul 06 15:04:13 backup01 sshd[8418]: pam_unix(sshd:session): session closed for user backup,Jul 06 16:31:50 backup01 sshd[1252]: error: maximum authentication attempts exceeded for backup from 192.0.2.20 port 54418 ssh2 [preauth]
879,878,2026-07-06 16:33:49,2026-07-06 15:12:26,-4883,Jul 06 15:12:26 backup01 sshd[2495]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 16:33:49 backup01 sshd[9283]: Failed password for ops from 192.0.2.12 port 55191 ssh2
899,898,2026-07-06 16:55:54,2026-07-06 16:29:01,-1613,Jul 06 16:29:01 backup01 sshd[2301]: pam_unix(sshd:session): session closed for user arun,Jul 06 16:55:54 backup01 sshd[6169]: Invalid user test from 192.0.2.21 port 58931
902,901,2026-07-06 17:00:38,2026-07-06 16:17:02,-2616,Jul 06 16:17:02 backup01 sshd[5894]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 17:00:38 backup01 sshd[2449]: Accepted password for j.singer from 198.51.100.24 port 54278 ssh2
907,906,2026-07-06 17:05:44,2026-07-06 16:36:43,-1741,Jul 06 16:36:43 backup01 sshd[5022]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 17:05:44 backup01 sshd[6036]: Failed password for ops from 192.0.2.30 port 60777 ssh2
919,918,2026-07-06 17:17:34,2026-07-06 16:25:48,-3106,Jul 06 16:25:48 backup01 sshd[6213]: pam_unix(sshd:session): session closed for user backup,Jul 06 17:17:34 backup01 sshd[9735]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0)
928,927,2026-07-06 17:21:02,2026-07-06 15:55:02,-5160,Jul 06 15:55:02 backup01 sshd[3530]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 17:21:02 backup01 sshd[9338]: pam_unix(sshd:session): session opened for user ops by (uid=0)
932,931,2026-07-06 17:24:57,2026-07-06 16:06:43,-4694,Jul 06 16:06:43 backup01 sshd[9075]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 17:24:57 backup01 sshd[4710]: Failed password for j.singer from 192.0.2.20 port 62595 ssh2
939,938,2026-07-06 17:32:05,2026-07-06 16:46:54,-2711,Jul 06 16:46:54 backup01 sshd[5250]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 17:32:05 backup01 sshd[8424]: Failed password for j.maguire from 192.0.2.40 port 52455 ssh2
943,942,2026-07-06 17:35:34,2026-07-06 17:35:32,-2,Jul 06 17:35:32 backup01 sshd[4708]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 06 17:35:34 backup01 sshd[7316]: Failed password for arun from 192.0.2.40 port 33772 ssh2
944,943,2026-07-06 17:35:32,2026-07-06 17:19:57,-935,Jul 06 17:19:57 backup01 sshd[1292]: pam_unix(sshd:session): session closed for user ops,Jul 06 17:35:32 backup01 sshd[4708]: pam_unix(sshd:session): session opened for user j.singer by (uid=0)
946,945,2026-07-06 17:36:05,2026-07-06 17:35:32,-33,Jul 06 17:35:32 backup01 sudo:    j.singer : TTY=pts/3 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl status ssh,Jul 06 17:36:05 backup01 sshd[3860]: Failed password for arun from 192.0.2.10 port 40342 ssh2
956,955,2026-07-06 17:44:32,2026-07-06 17:44:29,-3,Jul 06 17:44:29 backup01 sshd[1941]: pam_unix(sshd:session): session opened for user ops by (uid=0),Jul 06 17:44:32 backup01 sshd[6206]: Accepted password for arun from 192.0.2.40 port 41992 ssh2
959,958,2026-07-06 17:45:20,2026-07-06 17:44:29,-51,Jul 06 17:44:29 backup01 sudo:    ops : TTY=pts/4 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/du -sh /var/log,Jul 06 17:45:20 backup01 sshd[7962]: Accepted password for ops from 192.0.2.30 port 56852 ssh2
960,959,2026-07-06 17:44:29,2026-07-06 16:19:09,-5120,Jul 06 16:19:09 backup01 sshd[8217]: pam_unix(sshd:session): session closed for user arun,Jul 06 17:44:29 backup01 sudo:    ops : TTY=pts/4 ; PWD=/home/ops ; USER=root ; COMMAND=/usr/bin/du -sh /var/log
963,962,2026-07-06 17:50:58,2026-07-06 16:27:17,-5021,Jul 06 16:27:17 backup01 sshd[5418]: pam_unix(sshd:session): session closed for user backup,Jul 06 17:50:58 backup01 sshd[5510]: Invalid user test from 192.0.2.40 port 54584
967,966,2026-07-06 17:52:41,2026-07-06 17:08:55,-2626,Jul 06 17:08:55 backup01 sshd[8962]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 17:52:41 backup01 sshd[1842]: Failed password for j.singer from 192.0.2.20 port 58100 ssh2
975,974,2026-07-06 17:58:59,2026-07-06 17:58:29,-30,Jul 06 17:58:29 backup01 sshd[2919]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 17:58:59 backup01 sshd[4677]: Connection closed by authenticating user j.maguire 192.0.2.20 port 43949 [preauth]
976,975,2026-07-06 17:58:29,2026-07-06 17:35:32,-1377,Jul 06 17:35:32 backup01 sshd[3362]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 17:58:29 backup01 sshd[2919]: pam_unix(sshd:session): session closed for user j.maguire
984,983,2026-07-06 18:02:18,2026-07-06 17:17:34,-2684,Jul 06 17:17:34 backup01 sshd[6103]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 18:02:18 backup01 sshd[7275]: Connection closed by authenticating user ops 192.0.2.10 port 46116 [preauth]
987,986,2026-07-06 18:03:07,2026-07-06 18:01:40,-87,Jul 06 18:01:40 backup01 sudo:    j.singer : TTY=pts/4 ; PWD=/home/j.singer ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2,Jul 06 18:03:07 backup01 sshd[5340]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0)
994,993,2026-07-06 18:05:52,2026-07-06 18:05:45,-7,Jul 06 18:05:45 backup01 sshd[7429]: pam_unix(sshd:session): session opened for user arun by (uid=0),Jul 06 18:05:52 backup01 sshd[8804]: Accepted password for j.maguire from 198.51.100.26 port 57566 ssh2
997,996,2026-07-06 18:06:35,2026-07-06 17:55:01,-694,Jul 06 17:55:01 backup01 sshd[6994]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 18:06:35 backup01 sshd[1349]: Connection closed by authenticating user ops 192.0.2.20 port 64521 [preauth]
1000,999,2026-07-06 18:08:20,2026-07-06 18:01:35,-405,Jul 06 18:01:35 backup01 sshd[2044]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 18:08:20 backup01 sshd[9754]: Failed password for ops from 198.51.100.24 port 56311 ssh2
1004,1003,2026-07-06 18:10:41,2026-07-06 18:05:52,-289,Jul 06 18:05:52 backup01 sshd[2923]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 18:10:41 backup01 sshd[2406]: Failed password for arun from 192.0.2.40 port 42067 ssh2
1010,1009,2026-07-06 18:18:30,2026-07-06 18:03:07,-923,Jul 06 18:03:07 backup01 sshd[5261]: pam_unix(sshd:session): session closed for user j.maguire,Jul 06 18:18:30 backup01 sshd[7799]: Accepted password for j.singer from 198.51.100.25 port 46498 ssh2
1026,1025,2026-07-06 18:37:48,2026-07-06 18:37:37,-11,Jul 06 18:37:37 backup01 sshd[1952]: pam_unix(sshd:session): session opened for user j.singer by (uid=0),Jul 06 18:37:48 backup01 sshd[9086]: Connection closed by authenticating user ops 192.0.2.31 port 33479 [preauth]
1035,1034,2026-07-06 18:43:42,2026-07-06 18:43:41,-1,Jul 06 18:43:41 backup01 sshd[8419]: pam_unix(sshd:session): session opened for user j.maguire by (uid=0),Jul 06 18:43:42 backup01 sshd[5584]: Invalid user git from 192.0.2.20 port 31235
1037,1036,2026-07-06 18:43:41,2026-07-06 17:44:29,-3552,Jul 06 17:44:29 backup01 sshd[4472]: pam_unix(sshd:session): session closed for user ops,Jul 06 18:43:41 backup01 sudo:    j.maguire : TTY=pts/0 ; PWD=/home/j.maguire ; USER=root ; COMMAND=/usr/bin/systemctl restart apache2
1040,1039,2026-07-06 18:46:32,2026-07-06 18:05:45,-2447,Jul 06 18:05:45 backup01 sshd[5776]: pam_unix(sshd:session): session closed for user arun,Jul 06 18:46:32 backup01 sshd[9155]: Invalid user mysql from 192.0.2.40 port 33819
1053,1052,2026-07-06 18:55:30,2026-07-06 18:01:40,-3230,Jul 06 18:01:40 backup01 sshd[6564]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 18:55:30 backup01 sshd[7198]: error: maximum authentication attempts exceeded for ops from 192.0.2.31 port 40961 ssh2 [preauth]
1065,1064,2026-07-06 19:08:12,2026-07-06 18:04:40,-3812,Jul 06 18:04:40 backup01 sshd[2535]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 19:08:12 backup01 sshd[7644]: pam_unix(sshd:session): session opened for user j.singer by (uid=0)
1069,1068,2026-07-06 19:12:26,2026-07-06 18:39:48,-1958,Jul 06 18:39:48 backup01 sshd[3657]: pam_unix(sshd:session): session closed for user j.singer,Jul 06 19:12:26 backup01 sshd[5877]: Invalid user git from 192.0.2.31 port 36458
